product_id,product_url,product_title,product_rating,nbr_reviews_sales,current_price,discount_percentage,old_price
4410958539,https://www.etsy.com/fr/listing/4410958539/patron-de-sac-fourre-tout-au-crochet-pdf,Patron de sac fourre-tout au crochet (PDF) — Téléchargement immédiat — Conditions US,4.7,24,3.18,50.0,6.36
1593928820,https://www.etsy.com/fr/listing/1593928820/sac-de-week-end-surdimensionne-elegance,Sac de week-end surdimensionné élégance européenne avec poignées en corde élégantes - Papillons,4.8,367,52.7,25.0,70.27
1568574169,https://www.etsy.com/fr/listing/1568574169/sac-fourre-tout-surdimensionne-en-toile,Sac fourre-tout surdimensionné en toile : sac de plage ou de week-end personnalisé,4.9,1200,,,
1520403421,https://www.etsy.com/fr/listing/1520403421/personnalisation-sac-cabas-spotify-en,Personnalisation Sac cabas Spotify en toile esthétique Pochette d'album personnalisable Sac cabas musique Cabas Cadeau pour elle Chanson d'amour,4.8,1000,12.15,25.0,16.2
1322196480,https://www.etsy.com/fr/listing/1322196480/x2001y-tote-bag-personnalise-tata-sac-de,"X2001Y Tote bag Personnalisé tata, sac de toile cabas, sac demoiselle d'honneur , marié mariage,Tote Bag,fourre-tout, tote bag evjf",4.9,6300,,,
1408702017,https://www.etsy.com/fr/listing/1408702017/tote-bag-en-coton-personnalisable-cadeau,"Tote Bag en Coton Personnalisable - Cadeau Unique, Éco-Friendly et Réutilisable, Modèle Meilleures amies Robes",4.9,16700,,,
1811570390,https://www.etsy.com/fr/listing/1811570390/sac-a-main-professionnel-en-cuir,Sac à main professionnel en cuir végétalien - Grand sac à bandoulière pour femme - Sac fourre-tout élégant pour le travail de tous les jours,3.9,26,44.63,45.0,81.15
4387270375,https://www.etsy.com/fr/listing/4387270375/fourre-tout-matelasse-a-motif-floral,fourre-tout matelassé à motif floral Hand Block | Cabas en coton matelassé | Sacs de voyage et fourre-tout | Sac de plage | Sac bohème,4.7,2100,30.29,50.0,60.59
1397925648,https://www.etsy.com/fr/listing/1397925648/grand-sac-cabas-souple-a-personnaliser,"Grand sac cabas souple à personnaliser grand mère veilleuse, Anniversaire mamie, fête des grands mères, idée cadeau mamie",4.8,1300,16.0,20.0,20.0
1734890606,https://www.etsy.com/fr/listing/1734890606/tote-bag-personnalise-jpeux-pas-jai,"Tote bag personnalisé, ""jpeux pas j'ai vacances "" , tote bag vacances , Tote bag ""VAN""",4.9,1300,,,
1847793098,https://www.etsy.com/fr/listing/1847793098/conception-svg-sarcastique-drole-o,"Conception SVG sarcastique drôle | Nostalgie PNG Clipart pour t-shirts, sacs fourre-tout, tasses | Cadeau fête des pères""",4.5,146,1.83,40.0,3.06
1709468666,https://www.etsy.com/fr/listing/1709468666/zakka-workshop-motif-de-cabas-a-couture,"Zakka Workshop, motif de cabas à couture élégant, matériel inclus Dimensions : 25 x 20 x 20 cm",4.9,7300,21.38,10.0,23.75
1759152748,https://www.etsy.com/fr/listing/1759152748/juste-une-fille-qui-a-besoin-de-ses,"Juste une fille qui a besoin de ses petites collations fichier SVG et PNG, mignon design populaire tendance pour chemises, autocollants, tasses, sacs fourre-tout et plus",5.0,7100,1.72,40.0,2.87
4345869678,https://www.etsy.com/fr/listing/4345869678/sac-fourre-tout-fantasy-a-book-a-day,"Sac fourre-tout « Fantasy A Book A Day Keeps Reality Away », cadeaux littéraires, sac cabas en coton pour club de lecture, produits dérivés du livre, cadeau pour lecteur, sac pour amoureux des livres",4.9,919,12.95,30.0,18.5
1674923763,https://www.etsy.com/fr/listing/1674923763/dear-diary-boho-chic-sac-fourre-tout-a,DEAR DIARY - Boho Chic : sac fourre-tout à fleurs d'inspiration vintage - Tendance - Le plus populaire - Élégant - Article le plus vendu - Idées cadeaux - Bohème,5.0,2,14.59,10.0,16.21
1705503000,https://www.etsy.com/fr/listing/1705503000/sac-fourre-tout-100-coton-fleurs,Sac fourre-tout 100 % coton Fleurs d'inspiration Matisse Sac fourre-tout esthétique et respectueux de l'environnement,4.9,1300,4.41,30.0,6.29
4372878495,https://www.etsy.com/fr/listing/4372878495/sac-fourre-tout-matelasse-fait-main-sacs,"Sac fourre-tout matelassé fait main, sacs fourre-tout matelassés indiens, sac de courses, sacs fourre-tout imprimés, sac de voyage en coton, sac fourre-tout moyen",4.8,196,29.21,25.0,38.95
1636216294,https://www.etsy.com/fr/listing/1636216294/sac-banane-fait-main-velours-cotele-3,"Sac banane FAIT MAIN velours côtelé 3 tailles, divers coloris, sangle amovible et réglable - REALISATION sur commande",5.0,438,,,
4366200743,https://www.etsy.com/fr/listing/4366200743/sac-personnalise-nounoutote-bag-super,sac personnalisé Nounou/tote bag super Nounou cœur terracotta /sac cabas nounou/sac nounou/cadeau noël nounou/fête des nounous/noël,4.9,1100,,,
1070711390,https://www.etsy.com/fr/listing/1070711390/sac-fourre-tout-en-toile-paysage-arbres,"Sac fourre-tout en toile paysage arbres, sac fourre-tout esthétique, sac écologique, sac fourre-tout tendance, fourre-tout urbain, fourre-tout graphique",4.8,4300,15.28,30.0,21.84
4402177937,https://www.etsy.com/fr/listing/4402177937/cabas-en-velours-cotele-personnalise,"Cabas en velours côtelé personnalisé, cadeaux de Noël, cabas en velours côtelé brodé, sac fourre-tout avec nom personnalisé, cadeau de Noël pour elle, cadeau pour elle ou lui",4.9,8100,10.8,30.0,15.43
1754388498,https://www.etsy.com/fr/listing/1754388498/bundle-png-impertinent-retro-menagere,"Bundle png impertinent rétro, ménagère rétro tendance png, lot de cliparts rétro, design par sublimation pour sac fourre-tout t-shirts, femmes rétro sarcastiques",4.9,13400,2.13,45.0,3.88
1812391031,https://www.etsy.com/fr/listing/1812391031/tote-bag-en-coton-avec-une-poche,"Tote bag en coton avec une poche intérieure et une extérieure, et toujours personnalisable grâce à son etiquette brodée",5.0,17,,,
1253091685,https://www.etsy.com/fr/listing/1253091685/sac-carre-grand-mere-au-crochet-cabas-de,Sac carré grand-mère au crochet : cabas de plage bohème fait main,4.9,718,98.76,30.0,141.1
1834234951,https://www.etsy.com/fr/listing/1834234951/cabas-personnalise-colleguetote-bag,Cabas personnalisé collègue/tote bag retraite collègue cœur terracotta /sac cabas collègue/sac cadeau noël collègue/départ à la retraite,4.8,147,,,
4390978826,https://www.etsy.com/fr/listing/4390978826/grand-sac-cabas-xxl-velours-tote-bag,Grand sac cabas XXL velours Tote bag terracotta rouille,4.8,157,51.0,15.0,60.0
4390362856,https://www.etsy.com/fr/listing/4390362856/sac-cabas-en-velours-cotele-personnalise,"Sac cabas en velours côtelé personnalisé, sac en velours côtelé brodé, cadeau de Noël, cadeau d'anniversaire, cadeau pour demoiselle d'honneur, sac décontracté, cadeau pour elle",4.9,3900,10.68,45.0,19.42
1829819607,https://www.etsy.com/fr/listing/1829819607/tote-bag-personnalisable-collegue,Tote Bag Personnalisable Collègue Léopard - Cadeau Collègue Personnalisé - Cadeau Collègue remerciement - Cadeau Collègue Noël Secret Santa,4.8,1100,,,
4390744477,https://www.etsy.com/fr/listing/4390744477/sac-cabas-velours-tote-bag-vert-fonce,Sac cabas velours Tote bag vert foncé,4.8,157,42.5,15.0,50.0
1764918904,https://www.etsy.com/fr/listing/1764918904/sac-fourre-tout-special-a-1-dollar-a,"Sac fourre-tout spécial à 1 dollar, à bandoulière. PATRON PDF ET TUTORIEL avec vidéo YouTube, niveau débutant",4.8,1400,,,
1740628827,https://www.etsy.com/fr/listing/1740628827/sac-fourre-tout-carte-de-new-york-sac,"Sac fourre-tout carte de New York, sac fourre-tout voyageur, sac fourre-tout pour les amoureux de New York, joli sac fourre-tout, sac en toile, sac esthétique, fourre-tout décontracté en toile",4.8,1300,7.23,75.0,28.94
977699265,https://www.etsy.com/fr/listing/977699265/sac-cabas-en-toile-brode-personnalise,"Sac cabas en toile brodé personnalisé, cadeau personnalisé",4.9,20800,31.13,50.0,62.28
1305837086,https://www.etsy.com/fr/listing/1305837086/sac-a-main-en-cuir-souple-tisse-hobo,Sac à main en cuir souple tissé Hobo grand sac à main,4.9,2800,211.5,25.0,282.0
1872751986,https://www.etsy.com/fr/listing/1872751986/sac-fourre-tout-philippin-fourre-tout,"Sac fourre-tout philippin, fourre-tout philippin, sac Pinay, sac floral philippin, sac Philippines, sac réutilisable philippin, sac Putangina, sac Tangina",4.9,470,21.09,35.0,32.44
1492703268,https://www.etsy.com/fr/listing/1492703268/tote-bag-personnalise-jpeux-pas-jai,"Tote bag personnalisé, ""jpeux pas j'ai vacances "" , tote bag vacances , cadeau humour",4.9,1300,,,
1732481256,https://www.etsy.com/fr/listing/1732481256/tote-bag-a-personnaliser-pour-nounou,"Tote Bag   à personnaliser pour nounou , marraine ou mamie ...",4.9,4300,,,
1821671292,https://www.etsy.com/fr/listing/1821671292/sac-a-dos-avec-cordon-de-serrage,"Sac à dos avec cordon de serrage, géométrie sacrée dorée, imprimé renard, sac de plage en toile végétalienne et sac de yoga avec poches intérieures",4.9,1500,55.3,10.0,61.44
746979869,https://www.etsy.com/fr/listing/746979869/sac-fourre-tout-de-travail-en-cuir,"Sac fourre-tout de travail en cuir végétalien, sac cabas à fermeture éclair avec poches, sac à main noir simple",4.9,2500,56.0,20.0,70.0
1506330211,https://www.etsy.com/fr/listing/1506330211/sac-plage-xxl-family-bag-en-coton,Sac plage XXL Family Bag en coton personnalisable,5.0,4200,,,
1868854463,https://www.etsy.com/fr/listing/1868854463/saccabastotebagtotebook,Sac/cabas/totebag/totebook,4.9,405,,,
1829292018,https://www.etsy.com/fr/listing/1829292018/tres-grand-sac-fourre-tout-personnalise,"Très grand sac fourre-tout personnalisé en toile brodée avec poche et fermeture éclair : sac de plage de voyage personnalisé, fourre-tout résistants de tous les jours, sac de voyage week-end",4.9,1200,29.41,25.0,39.22
1684645598,https://www.etsy.com/fr/listing/1684645598/sac-de-week-end-surdimensionne-elegance,Sac de week-end surdimensionné élégance européenne avec poignées en corde élégantes - Citrons italiens,4.8,367,52.7,25.0,70.27
1848057712,https://www.etsy.com/fr/listing/1848057712/conception-svg-sarcastique-drole-o,"Conception SVG sarcastique drôle | Nostalgie PNG Clipart pour t-shirts, sacs fourre-tout, tasses | Cadeau fête des pères""",4.5,146,1.83,40.0,3.06
4326951489,https://www.etsy.com/fr/listing/4326951489/sac-fourre-tout-en-coton-matelasse-a,Sac fourre-tout en coton matelassé à imprimé bloc : zippé fait main à porter au quotidien,4.7,143,26.78,25.0,35.7
1861090244,https://www.etsy.com/fr/listing/1861090244/tote-bag-personnalise-en-coton-sac,"Tote bag Personnalisé en coton, Sac fourre-tout, Tote bag mariage, Tote bag EVJF",4.9,4900,10.96,15.0,12.9
1099096344,https://www.etsy.com/fr/listing/1099096344/sac-fourre-tout-en-velours-cotele-doux-a,"Sac fourre-tout en velours côtelé doux à double poche (sarcelle), Sac à bandoulière pour femme, Cadeau de rentrée, Sac pour étudiant, Fourre-tout pour livres de tous les jours",4.9,402,25.97,25.0,34.62
1005983553,https://www.etsy.com/fr/listing/1005983553/sac-fourre-tout-a-anse-longue-feuillage,Sac fourre-tout à anse longue - Feuillage - Botanique - Vert,5.0,1400,,,
4358554624,https://www.etsy.com/fr/listing/4358554624/pot-a-biscuits-personnalise-cadeau,Pot à biscuits personnalisé – Cadeau personnalisé nounou– Pot en céramique -cadeau noël – Cadeau à personnaliser nounou cœur/pot à cookie,4.9,1100,,,
1788910598,https://www.etsy.com/fr/listing/1788910598/sac-cabas-personnalise-le-ptit-bazar-de,Sac cabas personnalisé le p'tit bazar de Maman cadeaux maman/fête des mamans/fête des mères/cadeau noël /marraine /nounou/mamie,4.9,1100,,,
1903856599,https://www.etsy.com/fr/listing/1903856599/sac-fourre-tout-personnalise-en-toile,"Sac fourre-tout personnalisé en toile pour professeur, sac à dos pour professeur, sac fourre-tout pour professeur, remerciements pour professeur, retour à l'école, meilleur cadeau pour professeur",4.9,183,7.76,30.0,11.08
1220266347,https://www.etsy.com/fr/listing/1220266347/sac-de-marche-en-toile-ciree-fourre-tout,"Sac de marché en toile cirée : fourre-tout réutilisable, robuste",5.0,1200,,,
1897128897,https://www.etsy.com/fr/listing/1897128897/sac-fourre-tout-william-morris-imprime,Sac fourre-tout William Morris : imprimé floral Art nouveau vintage,4.9,8,25.92,20.0,32.4
1729216512,https://www.etsy.com/fr/listing/1729216512/stabilisateur-blanc-doux-et-stable,Stabilisateur blanc doux et stable ByAnnie 18 x 58 po,4.9,7300,15.59,15.0,18.34
1765217024,https://www.etsy.com/fr/listing/1765217024/sac-fourre-tout-en-toile-de-coton,Sac fourre-tout en toile de coton HELLFIRE crâne flammes brûlantes tatouage rétro médiéval shopper week-end,5.0,68,,,
1740880426,https://www.etsy.com/fr/listing/1740880426/sac-fourre-tout-a-fleurs-roses-sac,"Sac fourre-tout à fleurs roses, sac fourre-tout à ruban, sac fourre-tout esthétique, sac fourre-tout mignon, sac fourre-tout coquette, sac de plage",4.9,932,50.37,5.0,53.02
1853100876,https://www.etsy.com/fr/listing/1853100876/je-suis-juste-la-pour-le-spectacle-de-la,"Je suis juste là pour le spectacle de la mi-temps - Sac fourre-tout à fausses paillettes scintillantes, mi-temps de l'équipe, motif coeur à carreaux rétro, paillettes de football universitaire",4.8,271,14.25,50.0,28.51
1822970614,https://www.etsy.com/fr/listing/1822970614/sac-fourre-tout-de-noel-en-coton-cadeau,"Sac fourre-tout de Noël en coton, cadeau cerf des fêtes, nom personnalisé",5.0,72,10.71,25.0,14.29
1688982396,https://www.etsy.com/fr/listing/1688982396/sac-fourre-tout-personnalise-avec-logo,Sac fourre-tout personnalisé avec LOGO Sac fourre-tout en toile personnalisé pour fille,4.7,7900,0.09,67.0,0.28
4378182765,https://www.etsy.com/fr/listing/4378182765/crossbody-bag-green-brown-medium-durable,"Crossbody bag Green Brown medium, Durable canvas - tarpaulin, water-repellent bag, vegan leather, Wallet Tote, Large bag, ready to ship bag",4.8,894,55.18,10.0,61.31
4297246300,https://www.etsy.com/fr/listing/4297246300/tote-bag-personnalise-maitresse-atsem,"Tote bag personnalisé maitresse, atsem, aesh ou prénom seul, sac fourre-tout, tote bag orthophoniste, sac shopping, cadeau nounou",5.0,6200,,,
549386213,https://www.etsy.com/fr/listing/549386213/cabas-et-sac-a-main-the-bluebell-patron,"Cabas et sac à main The Bluebell, patron de couture PDF, dessins Bagstock",4.9,1800,,,
1789593156,https://www.etsy.com/fr/listing/1789593156/sac-fourre-tout-karma-is-a-cat-coton,Sac fourre-tout Karma is a Cat : coton tissé d'inspiration taylor,4.8,2100,8.03,25.0,10.71
1296324258,https://www.etsy.com/fr/listing/1296324258/sacs-a-main-en-toile-ciree-en-cuir-avec,Sacs à main en toile cirée en cuir avec fermeture à glissière Sac fourre-tout en toile et en cuir pour femme Cartable pour femme de travail Grands sacs à bandoulière Cadeau pour elle,4.8,1500,54.63,50.0,109.26
773217639,https://www.etsy.com/fr/listing/773217639/sac-fourre-tout-svg-lot-de-sacs-fourre,"Sac fourre-tout Svg, lot de sacs fourre-tout, sac à provisions Svg, sac en toile Svg, dictons drôles, Svg citations drôles, Svg de sac de marché, sac fourre-tout maman Svg",4.9,7300,3.19,50.0,6.38
4386613443,https://www.etsy.com/fr/listing/4386613443/arbre-de-noel-a-crayons-de-noel-pour,"Arbre de Noël à crayons de Noël pour enseignant, Design de chemise BCBG, Cadeaux pour enseignant, Sac fourre-tout à sublimation en sweat-shirt Coquette, Rose vert",4.9,2300,1.51,65.0,4.31
1291337769,https://www.etsy.com/fr/listing/1291337769/sac-fourre-tout-en-toile-avec-fermeture,Sac fourre-tout en toile avec fermeture éclair et poches - Plusieurs couleurs,5.0,1200,,,
1863262621,https://www.etsy.com/fr/listing/1863262621/cabas-jute-mamie-poule-cabas,Cabas jute mamie poule /cabas personnalisé mamie poule/sac cabas mamie poule/cabas mamie personnalisé/cadeau fête des grands mères/mamie,4.9,15900,,,
1813808855,https://www.etsy.com/fr/listing/1813808855/tote-bag-en-coton-personnalisable-cadeau,"Tote Bag en Coton Personnalisable - Cadeau Unique, Éco-Friendly et Réutilisable, Modèle Meilleures amies Jeans",4.9,16700,,,
1099100534,https://www.etsy.com/fr/listing/1099100534/sac-fourre-tout-en-velours-cotele-doux-a,"Sac fourre-tout en velours côtelé doux à double poche (marron foncé), sac à bandoulière pour femme, cadeau de rentrée, sac pour étudiant, fourre-tout pour livres de tous les jours",4.9,402,25.97,25.0,34.62
1813182541,https://www.etsy.com/fr/listing/1813182541/grand-tote-bag-reversible-a-motifs,"Grand tote bag  réversible à Motifs Léopard et velours côtelé vanille , chocolat , cacahuète ou noir .Très  Pratique et original. 2SACS EN 1",4.8,156,,,
1799332998,https://www.etsy.com/fr/listing/1799332998/sac-cabas-en-jute-et-pochette,Sac cabas en jute et pochette  personnalisées / cadeau marraine / cadeau maman / idée cadeau pour elle,4.7,767,,,
1459517104,https://www.etsy.com/fr/listing/1459517104/sac-fourre-tout-litteraire-sac-a-main,"Sac fourre-tout littéraire. Sac à main avec motif livre. Cartable. Sac de bibliothèque. Sac de marché. Cadeau littéraire. Sac de bibliothèque. Cartable d'école, cabas esthétique",5.0,5300,,,
1710544161,https://www.etsy.com/fr/listing/1710544161/tote-bag-personnalise-nounou,tote bag personnalisé nounou exceptionnelle cadeau atsem sac nounou cadeau personnalisé maîtresse cadeau noël maitresse,4.9,1100,,,
1490038478,https://www.etsy.com/fr/listing/1490038478/pochette-a-livre-carte-ancienne-format,Pochette à livre - Carte ancienne (format au choix),5.0,771,,,
1789972033,https://www.etsy.com/fr/listing/1789972033/sacs-cabas-velours-personnalisable,Sacs cabas velours Personnalisable,5.0,17,,,
1150387086,https://www.etsy.com/fr/listing/1150387086/cabas-coeur-fleuri-maman-mamiesac-cabas,Cabas Coeur fleuri Maman mamie/sac cabas maman/cabas jute maman/cabas mamie personnalisable/cabas fête des mères/cabas fête des mamans,4.9,15900,,,
1575967278,https://www.etsy.com/fr/listing/1575967278/sac-de-travail-personnalise-o-cabas-de,Sac de travail personnalisé | Cabas de plage | Sacs de voyage personnalisés | Sac à main personnalisé | Cartable | Sac de travail | Cadeaux monogrammes pour elle,4.9,1800,21.63,50.0,43.27
1903386305,https://www.etsy.com/fr/listing/1903386305/cabas-personnalise-mamantote-bag-maman,Cabas personnalisé maman/tote bag maman d'amour cœur rouge/sac cabas mamie/sac mamie/cadeau noël mamie/fête des mamies/fête des mères,4.9,1100,,,
1238313190,https://www.etsy.com/fr/listing/1238313190/sac-carre-grand-mere-au-crochet-cabas,Sac carré grand-mère au crochet : cabas bohème en patchwork de coton,4.9,718,78.39,30.0,111.98
4378969256,https://www.etsy.com/fr/listing/4378969256/sac-fourre-tout-de-noel-retro-fourre,"Sac fourre-tout de Noël rétro, fourre-tout en toile pour les vacances de Noël, joli cadeau de Noël, sac pour objets de Noël, sac pour arbre de Noël, sacs-cadeaux de vacances",4.7,3900,10.8,25.0,14.41
1872694647,https://www.etsy.com/fr/listing/1872694647/tote-bag-personnalise-mamiesac-mamie,tote bag personnalisé mamie/sac mamie d'amour terracotta /sac cabas mamie/sac mamie/cadeau noël mamie/fête des grands mères/noël,4.9,1100,,,
1780065848,https://www.etsy.com/fr/listing/1780065848/sacs-fourre-tout-personnalises-de,"Sacs fourre-tout personnalisés de demoiselle d'honneur, grands sacs fourre-tout blancs de demoiselle d'honneur, sac fourre-tout de mariée, sac fourre-tout de demoiselle d'honneur, sac fourre-tout de fête, sac fourre-tout à monogramme",4.9,10800,3.25,50.0,6.49
1703661878,https://www.etsy.com/fr/listing/1703661878/tote-bag-fleuri-tissu-tropical-batik,"Tote bag fleuri, tissu tropical batik balinais, sac cabas matelassé, sac été",5.0,386,,,
1659743515,https://www.etsy.com/fr/listing/1659743515/sac-cabas-mamie-personnalisesac-cabas,Sac cabas mamie personnalisé/sac cabas jute et toile mamie/cabas jute personnalisable/sac shopping mamie/cadeau fête des grands mères/mamie,4.9,15900,,,
1020759954,https://www.etsy.com/fr/listing/1020759954/sac-a-bandouliere-en-cuir-cabas-en-cuir,Sac à bandoulière en cuir Cabas en cuir tressé souple Best-seller Sac à main en cuir,4.9,2800,213.0,25.0,284.0
1870325566,https://www.etsy.com/fr/listing/1870325566/sac-fourre-tout-philippin-fourre-tout,"Sac fourre-tout philippin, fourre-tout philippin, sac Pinay, sac floral philippin, sac Philippines, sac réutilisable philippin, sac Ukininam, sac Ilocano",4.9,470,21.09,35.0,32.44
1608095129,https://www.etsy.com/fr/listing/1608095129/sac-de-week-end-surdimensionne-elegance,Sac de week-end surdimensionné élégance européenne avec poignées en corde élégantes - Boussole abstraite,4.8,367,52.7,25.0,70.27
1821614437,https://www.etsy.com/fr/listing/1821614437/sac-de-sport-en-toile-personnalise-grand,Sac de sport en toile personnalisé : grand fourre-tout avec fermeture éclair et poches,4.9,1200,28.4,25.0,37.87
4390739745,https://www.etsy.com/fr/listing/4390739745/sac-cabas-velours-tote-bag-bleu,Sac cabas velours Tote bag bleu électrique,4.8,157,46.75,15.0,55.0
830274271,https://www.etsy.com/fr/listing/830274271/tote-bag-chat-noir,Tote bag chat noir,4.8,3300,12.0,20.0,15.0
855455393,https://www.etsy.com/fr/listing/855455393/sac-a-bandouliere-macrame-occasionnel,"Sac à bandoulière macrame occasionnel, Boho, sac d’été, crochet fait à la main,2 en 1, poche de fermeture éclair intérieure, couleurs multiples, largeur10''x hauteur 8.5""longueur de ceinture46 »",4.7,241,,,
1891554284,https://www.etsy.com/fr/listing/1891554284/tote-bag-sac-merci-de-mavoir-aidee-a,"Tote Bag Sac- Merci de m'avoir aidé(e) à grandir à personnaliser prénom - cadeau Maîtresse, Atsem, Nounou (5 modèles) - sac personnalisé",4.9,265,,,
1875294999,https://www.etsy.com/fr/listing/1875294999/tote-bag-personnalise-super-marraine,"Tote bag personnalisé Super Marraine, Tote bag prénom personnalisé, cadeau marraine original, Sac fourre-tout",4.9,4900,10.96,15.0,12.9
1889375708,https://www.etsy.com/fr/listing/1889375708/sac-personnalise-tote-bag-personnalise,"Sac personnalisé, tote bag personnalisé avec dessin au trait, sac fourre-tout minimaliste, sac personnalisé photo, cadeaux fête des mères",5.0,52,,,
1886550436,https://www.etsy.com/fr/listing/1886550436/sac-a-main-en-raphia-cabas-fourre-tout-m,"Sac à main en raphia, Cabas fourre-tout m, sac à main fait en crochet",4.8,258,,,
4306194499,https://www.etsy.com/fr/listing/4306194499/boite-a-biscuits-personnalisepot-super,boîte à biscuits personnalisé/pot super maitresse/pot à biscuits école/cadeau atsem/merci pour cette belle année/merci maitresse/atsem/noel,4.9,1100,,,
1727021276,https://www.etsy.com/fr/listing/1727021276/sac-fourre-tout-rose-sac-fourre-tout-a,"Sac fourre-tout rose, sac fourre-tout à ruban, sac fourre-tout esthétique, sac fourre-tout mignon",4.9,932,50.37,5.0,53.02
1105717135,https://www.etsy.com/fr/listing/1105717135/pdf-cotton-street-commons-patron-de-sac,PDF Cotton Street Commons Patron de sac « La reine » taille finie 17 x 20 po,4.9,7300,13.63,10.0,15.14
4386600160,https://www.etsy.com/fr/listing/4386600160/crayons-professeur-preppy-noel-png,"Crayons professeur preppy Noël png, chemise de Noël tendance, cadeaux pour professeur, sac fourre-tout sublimation sweat-shirt coquette noeud, rose vert",4.9,2300,1.51,65.0,4.31
4405294594,https://www.etsy.com/fr/listing/4405294594/les-sacs-cabas-en-coton-matelasse-et,LES SACS CABAS en coton matelassé et réversibles. Grands sacs fourre-tout pratiques et légers. Écologique et équitable.,5.0,11,38.16,15.0,44.9
1022510968,https://www.etsy.com/fr/listing/1022510968/storyteller-tote-bag-future-author-gift,"Storyteller Tote Bag, Future Author Gift, New Writer, Best Selling Author, Writer Birthday gift, Gifts for Writers, Personalized Tote Bag",4.9,4400,15.45,10.0,17.16
1855586737,https://www.etsy.com/fr/listing/1855586737/sac-cabas-sac-shopping-coton-biologique,"Sac cabas, Sac shopping, Coton Biologique à personnaliser, Modèle Personnel soignant Homme et ou Femme",4.9,16700,,,
1662614937,https://www.etsy.com/fr/listing/1662614937/galentines-gang-mini-sacs-fourre-tout,"Galentines Gang, mini sacs fourre-tout petits ou grands, sacs cadeaux pour la fête de la Saint-Valentin Galentine, sac cadeau Galentine Saint-Valentin fille le plus vendu",4.9,1900,7.36,15.0,8.66
4397952889,https://www.etsy.com/fr/listing/4397952889/sac-fourre-tout-matelasse-gris-patchwork,Sac fourre-tout matelassé gris patchwork avec fermeture éclair | Cabas en coton matelassé | Sacs de voyage et fourre-tout | Sac de plage | Sac bohème,4.7,2100,30.29,50.0,60.59
1837153143,https://www.etsy.com/fr/listing/1837153143/sac-shopping-100-coton-en-toile-sac-a,"Sac shopping 100 % coton en toile, sac à main porté épaule, sacs réutilisables",5.0,72,8.57,25.0,11.43
1701505938,https://www.etsy.com/fr/listing/1701505938/patron-de-couture-de-sac-fourre-tout-pdf,Patron de couture de sac fourre-tout PDF | Sac cabas en toile,4.8,2000,4.41,25.0,5.88
1435392959,https://www.etsy.com/fr/listing/1435392959/tote-bag-avec-texte-personnalise-ideal,Tote Bag avec Texte Personnalisé - Idéal pour Cadeaux !,5.0,370,,,
1570016090,https://www.etsy.com/fr/listing/1570016090/sac-fourre-tout-en-jute-herisson-brode,Sac fourre-tout en jute hérisson brodé : cadeau automne boisé.,4.9,1600,,,
1548076492,https://www.etsy.com/fr/listing/1548076492/marvel-venom-we-are-venom-t-shirt-sweat,Marvel Venom We Are Venom T-shirt Sweat à capuche Enfants Enfant Sac fourre-tout Tshirt S-M-L-XL-XXL-3XL-4XL-5XL Gildan Surdimensionné Hommes Femmes Unisexe A544,4.8,10000,16.67,10.0,18.52
1615991775,https://www.etsy.com/fr/listing/1615991775/sac-fourre-tout-en-toile-un-cartable,Sac fourre-tout en toile : un cartable minimaliste pour tous les jours,5.0,1200,,,
1904354907,https://www.etsy.com/fr/listing/1904354907/sac-cabas-vert-sauge-mamansac-cabas,Sac cabas Vert Sauge maman/sac cabas maman/grand sac maman/cadeau pour mamie maman/sac cabas personnalisable/cabas fête des mères/maman,4.9,15900,,,
4399217387,https://www.etsy.com/fr/listing/4399217387/pot-a-biscuits-personnalisecadeau,Pot à biscuits personnalisé/cadeau anniversaire mamie / mamie poule /cadeau mamie /fête des grands mères /fête mamie /cadeau noël pour mamie,4.9,1100,,,
4335293851,https://www.etsy.com/fr/listing/4335293851/sac-hobo-en-cuir-suede-sac-a-bandouliere,Sac hobo en cuir suédé : sac à bandoulière souple marron cognac,4.7,1500,100.75,35.0,155.0
1880494668,https://www.etsy.com/fr/listing/1880494668/sac-fourre-tout-en-coton-matelasse-grand,Sac fourre-tout en coton matelassé : grand sac à provisions à imprimé floral,4.8,531,30.02,25.0,40.03
1813231275,https://www.etsy.com/fr/listing/1813231275/tote-bag-personnalise-sac-tissus-prenom,"Tote bag personnalisé / Sac tissus prénom /tote bag Mamie, Marraine, Maman(Couleur Terracotta, camel, bleu marine, kaki)",5.0,4200,,,
1858527050,https://www.etsy.com/fr/listing/1858527050/sac-cadeau-personnalisesacs-de,"Sac-cadeau personnalisé,Sacs de demoiselle d'honneur,Cadeau sac de plage,Cadeaux de demoiselle d'honneur,Coffret cadeau bachelorette,Sac en jute,Cadeau de mariage,Sac de remerciement",4.8,3900,2.27,40.0,3.79
4309548649,https://www.etsy.com/fr/listing/4309548649/loulala-sac-en-jute-humoristique-laisse,"Loulala® Sac en jute humoristique « Laissé mon Louis à la maison » – Sac en coton tendance – Cadeau tendance pour femme, cadeau pour petite amie",4.9,11800,4.41,10.0,4.9
1744875742,https://www.etsy.com/fr/listing/1744875742/sac-fourre-tout-en-toile-william-morris,Sac fourre-tout en toile William Morris avec fermeture éclair et poche intérieure,4.8,919,31.9,10.0,35.45
